Student name,semester new,coursename
ABella Abzug,Spring 2002,CONTEMPORARY AFRICAN ART
ABella Abzug,Fall 2003,A WORLD AT WAR
ABella Abzug,Fall 2004,EXPERIMENTAL WRITING SEM
ABella Abzug,Spring 2001,ELEMENTARY FRENCH I
ABella Abzug,Fall 2005,COMPARATIVE POLITICS
Marilyn vos Savant,Spring 2002,BEHAVIORAL PHARMACOLOGY
Marilyn vos Savant,Summer 2004,CREATIVE WRITING: WRITING PERSONAL ESSAY
Marilyn vos Savant,Spring 2003,FOOD/FEAST ARCH OF TABLE
Marilyn vos Savant,Summer 2000,CURR ISSUES GLOBAL HEALT
Marilyn vos Savant,Spring 2004,ECONOMETRIC FORECASTING
Marilyn vos Savant,Spring 2005,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Marilyn vos Savant,Spring 2005,CRIME AND DETECTION: Dark Deeds
Marilyn vos Savant,Summer 2002,AFRO AMER HIST 1876-PRES
Marilyn vos Savant,Summer 2002,BEHAVIORAL ECON & PSYCH
Marilyn vos Savant,Spring 2001,A WORLD AT WAR
Marilyn vos Savant,Summer 2003,AMERICAN POETRY
Marilyn vos Savant,Summer 2003,CREAT.NON-FICTION WRIT
Marilyn vos Savant,Summer 2004,CONVERSATION AND COMPOSI
Marilyn vos Savant,Summer 2001,DIGITAL MEDIA & THE CITY
Marilyn vos Savant,Spring 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Alan Alda,Spring 2004,AMERICAN FOREIGN POLICY
Scott Hamilton,Spring 2001,BEHAVIORAL PHARMACOLOGY
Scott Hamilton,Spring 2005,AMERICAN FOREIGN POLICY
Scott Hamilton,Fall 2002,COMPUT LINEAR ALGEBRA
Scott Hamilton,Spring 2005,CONTEMPORARY POL.THOUGHT
Scott Hamilton,Fall 2003,Environmental Case Studies
Scott Hamilton,Summer 2001,ART - from ancient to 1945
Scott Hamilton,Spring 2002,ANALYTICAL MECHANICS
Scott Hamilton,Summer 2004,COMMUNICATIONS INTERNSHP
Scott Hamilton,Fall 2004,A WORLD AT WAR
Janis Ian,Spring 2001,BEHAVIORAL PHARMACOLOGY
Bob Keeshan,Fall 2001,BEHAVIORAL PHARMACOLOGY
Bob Keeshan,Fall 2001,AMERICAN FOREIGN POLICY
Janis Ian,Spring 2002,AMERICAN FOREIGN POLICY
Bob Keeshan,Fall 2004,BIOLOGICAL CHEMISTRY II
Janis Ian,Fall 2001,COMPUT LINEAR ALGEBRA
Bob Keeshan,Fall 2003,COMPUT LINEAR ALGEBRA
Janis Ian,Fall 2001,Environmental Case Studies
Bob Keeshan,Fall 2000,ENVIRONMENTAL SYSTEMS II
Bob Keeshan,Fall 2002,EUR PRE-1800: BF SEM: UTOPIA
Bob Keeshan,Fall 2005,ANALYTICAL MECHANICS
Bob Keeshan,Spring 2001,CONTEMPORARY AFRICAN ART
Janis Ian,Fall 2000,A WORLD AT WAR
Bob Keeshan,Fall 2000,A WORLD AT WAR
Bob Keeshan,Spring 2001,"DNA, DIET, AND DISEASE: The Biology of Food"
Bob Keeshan,Fall 2002,CEL BIO BIOCHEMISTRY
Bob Keeshan,Fall 2004,EXPERIMENTAL WRITING SEM
Bob Keeshan,Fall 2005,COMPARATIVE POLITICS
Martin Mull,Spring 2001,BEHAVIORAL PHARMACOLOGY
Martin Mull,Spring 2002,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Martin Mull,Spring 2001,Environmental Case Studies
Martin Mull,Fall 2004,Business German: A Micro Perspective
Martin Mull,Spring 2002,"ART, from ancient to 1945"
Martin Mull,Fall 2004,EUR PRE-1800: BF SEM: UTOPIA
Martin Mull,Spring 2003,CONTEMP ART - since 1945
Martin Mull,Spring 2003,CONTEMPORARY AFRICAN ART
Gerry Boyle,Summer 2000,BEHAVIORAL PHARMACOLOGY
Gerry Boyle,Spring 2005,COMPUT LINEAR ALGEBRA
Gerry Boyle,Spring 2005,Environmental Case Studies
Gerry Boyle,Summer 2000,ANALYTICAL MECHANICS
Sutton Foster,Fall 2004,BEHAVIORAL PHARMACOLOGY
Sutton Foster,Fall 2001,BEG RDG/WRTG CHINESE II
Sutton Foster,Fall 2001,COMPUT LINEAR ALGEBRA
Sutton Foster,Fall 2004,ANALYTICAL MECHANICS
Sutton Foster,Fall 2004,CONTEMPORARY AFRICAN ART
Sutton Foster,Fall 2003,CELL BIOLOGY & BIOCHEM
Sutton Foster,Fall 2003,EXPERIMENTAL WRITING SEM
Armand Assante,Summer 2002,Environmental Case Studies
Armand Assante,Summer 2004,ANALYTICAL MECHANICS
Billy Graham,Summer 2001,BEHAVIORAL PHARMACOLOGY
Piers Anthony,Fall 2002,AMERICAN FOREIGN POLICY
Billy Graham,Summer 2001,AMERICAN FOREIGN POLICY
Piers Anthony,Fall 2004,CURR ISSUES GLOBAL HEALT
Piers Anthony,Fall 2000,ELEM MODERN HEBREW I
Piers Anthony,Fall 2000,"ANAL METH ECON, LAW MED"
Billy Graham,Summer 2002,AMERICAN HEALTH POLICY
Billy Graham,Summer 2000,COMPUT LINEAR ALGEBRA
Billy Graham,Summer 2003,CONTEMPORARY POL.THOUGHT
Billy Graham,Spring 2005,Environmental Case Studies
Piers Anthony,Fall 2004,Environmental Case Studies
Billy Graham,Summer 2003,BRITAIN SINCE 1945
Piers Anthony,Fall 2002,EUR PRE-1800: BF SEM: UTOPIA
Piers Anthony,Fall 2003,ANALYTICAL MECHANICS
Billy Graham,Spring 2005,ANALYTICAL MECHANICS
Billy Graham,Summer 2004,COMMUNICATIONS INTERNSHP
Piers Anthony,Fall 2003,CONTEMPORARY AFRICAN ART
Billy Graham,Summer 2004,CONTEMPORARY AFRICAN ART
Billy Graham,Summer 2002,FRESHWATER ECOLOGY
Billy Graham,Summer 2000,A WORLD AT WAR
Piers Anthony,Fall 2005,CEL BIO BIOCHEMISTRY
Cleveland Amory,Spring 2001,BEHAVIORAL PHARMACOLOGY
Cleveland Amory,Spring 2002,AMERICAN FOREIGN POLICY
Cleveland Amory,Spring 2001,COMPUT LINEAR ALGEBRA
Cleveland Amory,Fall 2005,Environmental Case Studies
Cleveland Amory,Summer 2000,ACCELERATED INTERMD GRMN
Cleveland Amory,Fall 2005,ECONOMETRICS
Cleveland Amory,Summer 2001,ANALYTICAL MECHANICS
Cleveland Amory,Summer 2001,CONTEMPORARY AFRICAN ART
Cleveland Amory,Fall 2005,A WORLD AT WAR
Cleveland Amory,Spring 2005,BECOMING HUMAN
Cleveland Amory,Fall 2005,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Cleveland Amory,Spring 2003,CELL BIOLOGY and BIOCHEMISTRY
Cleveland Amory,Spring 2002,EXPERIMENTAL WRITING SEM
Cleveland Amory,Spring 2005,COMPARATIVE POLITICS
Eileen Brennan,Fall 2002,COMPUT LINEAR ALGEBRA
Eileen Brennan,Fall 2002,Environmental Case Studies
John M. Shalikashvili,Summer 2002,FOOD/FEAST ARCH OF TABLE
John M. Shalikashvili,Summer 2001,COMPUT LINEAR ALGEBRA
John M. Shalikashvili,Summer 2001,Environmental Case Studies
John M. Shalikashvili,Summer 2002,A WORLD AT WAR
Betty Buckley,Spring 2001,BEHAVIORAL PHARMACOLOGY
Betty Buckley,Spring 2003,AMERICAN FOREIGN POLICY
Betty Buckley,Spring 2002,FOOD/FEAST ARCH OF TABLE
Betty Buckley,Summer 2000,ART & RELIGION
Betty Buckley,Fall 2004,COMPUT LINEAR ALGEBRA
Betty Buckley,Spring 2001,Environmental Case Studies
Betty Buckley,Spring 2002,ANALYTICAL MECHANICS
Betty Buckley,Spring 2004,COMMUNICATIONS INTERNSHP
Betty Buckley,Summer 2000,CONTEMPORARY AFRICAN ART
Betty Buckley,Fall 2005,A WORLD AT WAR
Betty Buckley,Fall 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Betty Buckley,Spring 2005,CELL. BIOL. & BIOCHEM.
Betty Buckley,Spring 2004,ELEMENTARY ARABIC II
Betty Buckley,Spring 2005,COMPARATIVE POLITICS
"Olympia Snow, senator",Spring 2001,BEHAVIORAL PHARMACOLOGY
"Olympia Snow, senator",Spring 2002,AMERICAN FOREIGN POLICY
"Olympia Snow, senator",Fall 2004,COMPUT LINEAR ALGEBRA
"Olympia Snow, senator",Fall 2004,Environmental Case Studies
"Olympia Snow, senator",Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
"Olympia Snow, senator",Summer 2000,ACCELERATED INTERMD GRMN
"Olympia Snow, senator",Spring 2002,ANALYTICAL MECHANICS
"Olympia Snow, senator",Spring 2004,COMMUNICATIONS INTERNSHP
"Olympia Snow, senator",Summer 2002,CONTEMPORARY AFRICAN ART
"Olympia Snow, senator",Summer 2002,FRESHWATER ECOLOGY
"Olympia Snow, senator",Spring 2001,A WORLD AT WAR
"Olympia Snow, senator",Spring 2005,BECOMING HUMAN
"Olympia Snow, senator",Spring 2004,ELEMENTARY ARABIC II
Joey Bishop,Fall 2004,BEHAVIORAL PHARMACOLOGY
Joey Bishop,Spring 2002,CREATIVE WRITING: WRITING PERSONAL ESSAY
Joey Bishop,Fall 2001,AMERICAN FOREIGN POLICY
Joey Bishop,Spring 2001,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Joey Bishop,Fall 2003,COMPUT LINEAR ALGEBRA
Joey Bishop,Fall 2003,Environmental Case Studies
Joey Bishop,Spring 2004,AMERICAN HEALT POLICY
Joey Bishop,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Joey Bishop,Fall 2004,ANALYTICAL MECHANICS
Joey Bishop,Spring 2003,CONTEMPORARY AFRICAN ART
Joey Bishop,Fall 2001,A WORLD AT WAR
Joey Bishop,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Joey Bishop,Spring 2001,EVIDENCED BASED CRIME & JUSTICE POLICY
Joey Bishop,Spring 2002,EXPERIMENTAL WRITING SEM
Jerry Greenfield,Summer 2000,COMPUT LINEAR ALGEBRA
Jerry Greenfield,Summer 2001,Environmental Case Studies
Garrison Keillor,Spring 2002,BEHAVIORAL PHARMACOLOGY
Garrison Keillor,Spring 2001,Environmental Case Studies
Garrison Keillor,Summer 2000,ANALYTICAL MECHANICS
Maureen Stapleton,Fall 2004,AMERICAN FOREIGN POLICY
Maureen Stapleton,Spring 2002,Environmental Case Studies
Maureen Stapleton,Summer 2000,ACCELERATED INTERMD GRMN
Maureen Stapleton,Spring 2001,ANALYTICAL MECHANICS
Maureen Stapleton,Spring 2004,COMMUNICATIONS INTERNSHP
Maureen Stapleton,Spring 2005,CONTEMPORARY AFRICAN ART
Maureen Stapleton,Spring 2004,ELEMENTARY ARABIC II
Maureen Stapleton,Summer 2000,BRITISH POETRY 1660-1914
Maureen Stapleton,Spring 2003,ART AND RELIGION
LCheryl Ladd,Spring 2002,BEHAVIORAL PHARMACOLOGY
LCheryl Ladd,Summer 2001,CREATIVE WRITING: WRITING PERSONAL ESSAY
LCheryl Ladd,Spring 2005,AMERICAN FOREIGN POLICY
LCheryl Ladd,Spring 2001,FOOD/FEAST ARCH OF TABLE
LCheryl Ladd,Spring 2005,ECONOMETRIC FORECASTING
LCheryl Ladd,Summer 2003,CREATIVE WRITING: CREAT. WRITE: FICT/POET
LCheryl Ladd,Summer 2004,AFRO AMER HIST 1876-PRES
LCheryl Ladd,Summer 2001,AMERICAN MUSICAL THEATRE
LCheryl Ladd,Summer 2002,DRAMATURGY
LCheryl Ladd,Summer 2000,BEHAVIORAL ECON & PSYCH
LCheryl Ladd,Fall 2003,COMPUT LINEAR ALGEBRA
LCheryl Ladd,Fall 2005,Environmental Case Studies
LCheryl Ladd,Spring 2004,AMER REVOLUTION
LCheryl Ladd,Fall 2004,Business German: A Micro Perspective
LCheryl Ladd,Fall 2004,AMERICAN HEALT POLICY
LCheryl Ladd,Spring 2003,CONTEMP ART - since 1945
LCheryl Ladd,Spring 2002,ANALYTICAL MECHANICS
LCheryl Ladd,Spring 2003,CONTEMPORARY AFRICAN ART
LCheryl Ladd,Spring 2001,FRESHWATER ECOLOGY
LCheryl Ladd,Fall 2005,A WORLD AT WAR
LCheryl Ladd,Summer 2000,"DNA, DIET, AND DISEASE: The Biology of Food"
LCheryl Ladd,Summer 2003,CREAT.NON-FICTION WRIT
LCheryl Ladd,Summer 2002,DIGITAL MEDIA & THE CITY
LCheryl Ladd,Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
LCheryl Ladd,Spring 2004,CELL and BIO and BIOCHEMISTRY
William Friedkin,Spring 2003,DEVIL'S PACT LIT/FILM
William Friedkin,Spring 2001,COMPUT LINEAR ALGEBRA
William Friedkin,Spring 2002,ANALYTICAL MECHANICS
William Friedkin,Summer 2001,CELL. BIOL. And BIOCHEM.
William Friedkin,Spring 2001,EVIDENCED BASED CRIME & JUSTICE POLICY
William Friedkin,Summer 2002,FORMAL SEM AND COG SCI
William Friedkin,Summer 2000,EXPERIMENTAL WRITING SEM
William Friedkin,Spring 2005,"EYE, MIND AND IMAGE"
William Friedkin,Spring 2002,19TH-CENT BRITISH LIT
William Friedkin,Summer 2001,AMERICAN SOUTH 1861-PRES
William Friedkin,Spring 2004,19TH-CENT NOVEL
William Friedkin,Summer 2002,"Feminist Theory: Feminism, Activism, and the Body"
William Friedkin,Spring 2005,EURO INT'L REL SINCE WW One
William Friedkin,Spring 2004,EURO INTELL HIST 18 C.
Anne Perry,Fall 2001,BEHAVIORAL PHARMACOLOGY
Anne Perry,Fall 2002,AMERICAN FOREIGN POLICY
Anne Perry,Spring 2002,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Anne Perry,Fall 2003,COMPUT LINEAR ALGEBRA
Anne Perry,Fall 2000,ENVIRONMENTAL SYSTEMS II
Anne Perry,Fall 2001,ANALYTICAL MECHANICS
Anne Perry,Spring 2002,CONTEMPORARY AFRICAN ART
Anne Perry,Fall 2000,A WORLD AT WAR
Anne Perry,Fall 2004,AMERICAN POETRY
Anne Perry,Fall 2002,EXPERIMENTAL WRITING SEM
Anne Perry,Fall 2003,ELEMENTARY FRENCH I
Anne Perry,Fall 2004,ELEMENTARY FRENCH II
Anne Perry,Spring 2001,EARLY MESOPOTAMIAN HIST - SOC
Susan Elizabeth Phillips,Spring 2001,BEHAVIORAL PHARMACOLOGY
Susan Elizabeth Phillips,Spring 2002,CREATIVE WRITING: WRITING PERSONAL ESSAY
Susan Elizabeth Phillips,Spring 2001,AMERICAN FOREIGN POLICY
Susan Elizabeth Phillips,Summer 2000,CURR ISSUES GLOBAL HEALT
Susan Elizabeth Phillips,Summer 2000,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Susan Elizabeth Phillips,Spring 2004,CRIME AND DETECTION: Dark Deeds
Susan Elizabeth Phillips,Fall 2003,COMPUT LINEAR ALGEBRA
Susan Elizabeth Phillips,Fall 2003,Environmental Case Studies
Susan Elizabeth Phillips,Fall 2004,ANALYTICAL MECHANICS
Susan Elizabeth Phillips,Summer 2001,CONTEMPORARY AFRICAN ART
Susan Elizabeth Phillips,Fall 2004,A WORLD AT WAR
Susan Elizabeth Phillips,Spring 2003,AMERICAN POETRY
Susan Elizabeth Phillips,Spring 2002,EXPERIMENTAL WRITING SEM
Susan Elizabeth Phillips,Summer 2001,Environmental Studies Research Seminar Junior Level
Susan Elizabeth Phillips,Summer 2002,ELEMENTARY FRENCH I
Celeste Holm,Fall 2004,AMERICAN FOREIGN POLICY
Celeste Holm,Spring 2003,DEVIL'S PACT LIT/FILM
Celeste Holm,Fall 2001,AMERICAN HEALTH POLICY
Celeste Holm,Fall 2002,Environmental Case Studies
Celeste Holm,Fall 2004,ART: ancient to 1945
Celeste Holm,Spring 2002,CONTEMPORARY AFRICAN ART
Celeste Holm,Fall 2000,EVIDENCED BASED CRIME & JUSTICE POLICY
"Eddie Cheever, Jr.",Spring 2001,FOOD/FEAST ARCH OF TABLE
"Eddie Cheever, Jr.",Spring 2001,ABNORMAL PSYCHOLOGY
"Eddie Cheever, Jr.",Fall 2004,BEG RDG/WRTG CHINESE II
"Eddie Cheever, Jr.",Spring 2002,CONTEMPORARY POL.THOUGHT
"Eddie Cheever, Jr.",Fall 2003,AMERICAN HEALT POLICY
"Eddie Cheever, Jr.",Fall 2004,Business German: A Micro Perspective
"Eddie Cheever, Jr.",Fall 2002,ART - ancient to 1945
"Eddie Cheever, Jr.",Spring 2002,CONTEMPORARY AFRICAN ART
"Eddie Cheever, Jr.",Fall 2003,CREATIVE WRITING: CREAT. WRITE: FICT/POET
"HAlexander Haig, Jr.",Summer 2002,BEHAVIORAL PHARMACOLOGY
"HAlexander Haig, Jr.",Summer 2003,CONTEMPORARY POL.THOUGHT
"HAlexander Haig, Jr.",Summer 2003,Environmental Case Studies
"HAlexander Haig, Jr.",Summer 2002,A WORLD AT WAR
Lisa Loeb,Spring 2003,BEHAVIORAL PHARMACOLOGY
Lisa Loeb,Spring 2005,CREATIVE WRITING: WRITING PERSONAL ESSAY
Lisa Loeb,Summer 2000,CURR ISSUES GLOBAL HEALT
Lisa Loeb,Summer 2000,1000 YRS MUSICAL LISTENG: 1000 YRS MUSICAL LISTENG
Lisa Loeb,Spring 2004,ECONOMETRIC FORECASTING
Lisa Loeb,Spring 2004,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Lisa Loeb,Summer 2000,CRIME AND DETECTION: Dark Deeds
Lisa Loeb,Spring 2004,AFRO AMER HIST 1876-PRES
Lisa Loeb,Spring 2005,"CONTMP POL,POLICY,JOURN"
Lisa Loeb,Spring 2005,BEHAVIORAL ECON & PSYCH
Lisa Loeb,Summer 2001,COMPUT LINEAR ALGEBRA
Lisa Loeb,Summer 2001,Environmental Case Studies
Lisa Loeb,Summer 2004,ANALYTICAL MECHANICS
Lisa Loeb,Summer 2002,20th Century Russian Literature: Fiction and Reality
Lisa Loeb,Summer 2004,CONTEMPORARY AFRICAN ART
Lisa Loeb,Spring 2003,A WORLD AT WAR
Lisa Loeb,Summer 2000,FORMAL LOGIC I
Lisa Loeb,Summer 2000,AMERICAN POETRY
Lisa Loeb,Spring 2005,CREAT.NON-FICTION WRIT
Lisa Loeb,Spring 2004,DIGITAL MEDIA & THE CITY
Lisa Loeb,Summer 2002,ANALYZING THE POL WORLD
Reed Arvin,Spring 2003,BEHAVIORAL PHARMACOLOGY
Reed Arvin,Spring 2002,FOOD/FEAST ARCH OF TABLE
Reed Arvin,Summer 2000,ART & RELIGION
Reed Arvin,Spring 2004,COMPUT LINEAR ALGEBRA
Reed Arvin,Spring 2002,Environmental Case Studies
Reed Arvin,Summer 2000,ACCELERATED INTERMD GRMN
Reed Arvin,Spring 2004,ANALYTICAL MECHANICS
Reed Arvin,Summer 2001,CONTEMPORARY AFRICAN ART
Reed Arvin,Summer 2001,AESTHETICS
Reed Arvin,Spring 2001,A WORLD AT WAR
Reed Arvin,Spring 2003,CELL BIOLOGY and BIOCHEMISTRY
Reed Arvin,Spring 2005,ELEMENTARY ARABIC II
Reed Arvin,Spring 2005,ELEMENTARY FRENCH I
Vanessa Redgrave,Spring 2004,BEHAVIORAL PHARMACOLOGY
Vanessa Redgrave,Spring 2004,AMERICAN FOREIGN POLICY
Vanessa Redgrave,Spring 2002,COMPUT LINEAR ALGEBRA
Vanessa Redgrave,Spring 2005,CONTEMPORARY POL.THOUGHT
Vanessa Redgrave,Spring 2002,Environmental Case Studies
Vanessa Redgrave,Summer 2001,AMERICAN HEALT POLICY
Vanessa Redgrave,Spring 2003,ANALYTICAL MECHANICS
Vanessa Redgrave,Summer 2000,CONTEMPORARY AFRICAN ART
Vanessa Redgrave,Summer 2000,FRESHWATER ECOLOGY
Vanessa Redgrave,Spring 2003,A WORLD AT WAR
Vanessa Redgrave,Spring 2005,CELL. BIOL. & BIOCHEM.
Vanessa Redgrave,Summer 2001,Environmental Studies Research Seminar Junior Level
Vanessa Redgrave,Summer 2002,ELEMENTARY FRENCH I
J.A.Jance,Summer 2000,FRESHWATER ECOLOGY
Dirk Benedict,Summer 2004,BEHAVIORAL PHARMACOLOGY
Dirk Benedict,Summer 2004,COMPUT LINEAR ALGEBRA
Dirk Benedict,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Elmore Leonard,Fall 2000,BEHAVIORAL PHARMACOLOGY
Elvira (Cassandra Peterson),Summer 2003,CRIME AND DETECTION: Dark Deeds
Elvira (Cassandra Peterson),Spring 2005,COMPUT LINEAR ALGEBRA
Elvira (Cassandra Peterson),Spring 2005,Environmental Case Studies
Elvira (Cassandra Peterson),Summer 2000,ACCELERATED INTERMD GRMN
Elvira (Cassandra Peterson),Spring 2004,ANALYTICAL MECHANICS
Elvira (Cassandra Peterson),Summer 2001,COMMUNICATIONS INTERNSHP
Elvira (Cassandra Peterson),Summer 2004,CONTEMPORARY AFRICAN ART
Elvira (Cassandra Peterson),Summer 2001,AESTHETICS
Elvira (Cassandra Peterson),Summer 2003,A WORLD AT WAR
Elvira (Cassandra Peterson),Summer 2002,ELEMENTARY FRENCH I
Ted Kennedy,Fall 2004,BEHAVIORAL PHARMACOLOGY
Ted Kennedy,Fall 2005,CREATIVE WRITING: WRITING PERSONAL ESSAY
Ted Kennedy,Fall 2004,AMERICAN FOREIGN POLICY
Ted Kennedy,Fall 2003,COMPUT LINEAR ALGEBRA
Ted Kennedy,Fall 2004,Environmental Case Studies
Ted Kennedy,Spring 2001,EUR PRE-1800: BF SEM: UTOPIA
Ted Kennedy,Fall 2005,ECONOMETRICS
Ted Kennedy,Spring 2001,ANALYTICAL MECHANICS
Ted Kennedy,Spring 2001,CONTEMPORARY AFRICAN ART
Ted Kennedy,Fall 2003,A WORLD AT WAR
Lee Grant,Spring 2001,AMERICAN FOREIGN POLICY
Lee Grant,Spring 2001,COMPUT LINEAR ALGEBRA
Lee Grant,Spring 2001,A WORLD AT WAR
Steve Berry,Fall 2001,BEHAVIORAL PHARMACOLOGY
Steve Berry,Fall 2003,AMERICAN FOREIGN POLICY
Steve Berry,Spring 2003,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Steve Berry,Summer 2001,DIGITAL PHOTOGRAPHY
Steve Berry,Fall 2003,COMPUT LINEAR ALGEBRA
Steve Berry,Fall 2004,Environmental Case Studies
Steve Berry,Spring 2002,ANALYTICAL MECHANICS
Steve Berry,Summer 2002,CONTEMPORARY AFRICAN ART
Steve Berry,Summer 2001,AESTHETICS
Steve Berry,Fall 2001,A WORLD AT WAR
Steve Berry,Summer 2000,AMERICAN POETRY
Steve Berry,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Steve Berry,Spring 2004,ELEMENTARY ARABIC II
Steve Berry,Spring 2005,ELEMENTARY FRENCH I
Lynn Redgrave,Fall 2003,COMPUT LINEAR ALGEBRA
Lynn Redgrave,Fall 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
David Bowie,Fall 2003,A WORLD AT WAR
Soupy Sales,Fall 2000,BEHAVIORAL PHARMACOLOGY
Soupy Sales,Fall 2004,BIOLOGICAL CHEMISTRY II
Soupy Sales,Spring 2002,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Soupy Sales,Fall 2003,COMPUT LINEAR ALGEBRA
Soupy Sales,Fall 2003,Environmental Case Studies
Soupy Sales,Fall 2000,ENVIRONMENTAL SYSTEMS II
Soupy Sales,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Soupy Sales,Fall 2005,ECONOMETRICS
Soupy Sales,Fall 2004,ANALYTICAL MECHANICS
Soupy Sales,Spring 2002,CONTEMPORARY AFRICAN ART
Soupy Sales,Spring 2001,ELEMENTARY ARABIC II
Soupy Sales,Fall 2005,COMPARATIVE POLITICS
Martina Navratilova,Spring 2002,A WORLD AT WAR
Robert Cormier,Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Martina Navratilova,Spring 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Susan Collins,Summer 2002,BEHAVIORAL PHARMACOLOGY
Susan Collins,Spring 2005,AMERICAN FOREIGN POLICY
Susan Collins,Summer 2002,ABNORMAL PSYCHOLOGY
Susan Collins,Summer 2003,CRIME AND DETECTION: Dark Deeds
Susan Collins,Summer 2003,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Susan Collins,Summer 2001,COMPUT LINEAR ALGEBRA
Susan Collins,Summer 2002,Environmental Case Studies
Susan Collins,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Susan Collins,Summer 2004,AMERICAN HEALT POLICY
Susan Collins,Summer 2003,ACCELERATED INTERMD GRMN
Susan Collins,Summer 2004,ANALYTICAL MECHANICS
Susan Collins,Summer 2004,CONTEMPORARY AFRICAN ART
Susan Collins,Summer 2001,A WORLD AT WAR
Susan Collins,Spring 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Michael Jecks,Spring 2002,BEHAVIORAL PHARMACOLOGY
Michael Jecks,Spring 2001,COMPUT LINEAR ALGEBRA
Michael Jecks,Spring 2001,Environmental Case Studies
Michael Jecks,Spring 2002,A WORLD AT WAR
Edmund Muskie,Fall 2005,COMPUT LINEAR ALGEBRA
Edmund Muskie,Fall 2004,Environmental Case Studies
Edmund Muskie,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Edmund Muskie,Spring 2002,ANALYTICAL MECHANICS
Edmund Muskie,Spring 2002,FICTION WRITING WORKSHOP
Edmund Muskie,Fall 2004,A WORLD AT WAR
Edmund Muskie,Fall 2005,CELL BIOL & BIOCHEM
Edmund Muskie,Spring 2001,EVIDENCED BASED CRIME & JUSTICE POLICY
Edmund G. Brown,Summer 2003,BEHAVIORAL PHARMACOLOGY
Edmund G. Brown,Summer 2004,AMERICAN FOREIGN POLICY
Edmund G. Brown,Summer 2002,Environmental Case Studies
Edmund G. Brown,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Edmund G. Brown,Summer 2002,FRESHWATER ECOLOGY
Edmund G. Brown,Summer 2004,ELEMENTARY FRENCH I
Julia Child,Spring 2001,BEHAVIORAL PHARMACOLOGY
Connie Chung,Fall 2001,BEHAVIORAL PHARMACOLOGY
Connie Chung,Fall 2002,ANALYTICAL MECHANICS
Connie Chung,Fall 2003,CONTEMPORARY AFRICAN ART
Julia Child,Spring 2001,A WORLD AT WAR
Julia Child,Spring 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Connie Chung,Fall 2002,19TH-CENT BRITISH LIT
Connie Chung,Fall 2001,AMERICAN SOUTH 1861-PRES
John Major,Summer 2004,COMPUT LINEAR ALGEBRA
John Major,Summer 2004,ELEMENTARY FRENCH I
Paul Harvey,Summer 2004,BEHAVIORAL PHARMACOLOGY
Paul Harvey,Summer 2004,AMERICAN FOREIGN POLICY
Paul Harvey,Summer 2002,COMPUT LINEAR ALGEBRA
Paul Harvey,Summer 2002,Environmental Case Studies
Linda Ellerbee,Summer 2004,COMPUT LINEAR ALGEBRA
Linda Ellerbee,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Ed Asner,Spring 2004,BEHAVIORAL PHARMACOLOGY
Ed Asner,Fall 2005,AMERICAN FOREIGN POLICY
Ed Asner,Spring 2001,BEG RDG/WRTG CHINESE II
Ed Asner,Fall 2001,COMPUT LINEAR ALGEBRA
Ed Asner,Fall 2001,Environmental Case Studies
Ed Asner,Summer 2004,AMERICAN HEALT POLICY
Ed Asner,Fall 2000,Business German - Micro Perspective
Ed Asner,Spring 2002,ANALYTICAL MECHANICS
Ed Asner,Fall 2000,A WORLD AT WAR
Ed Asner,Summer 2004,ELEMENTARY ARABIC II
Ed Asner,Summer 2003,BRITISH POETRY 1660-1914
